,STT,Date,Max Temp,Avg Temp,Min Temp,Max Dew Point,Avg Dew Point,Min Dew Point,Max Humidity,Avg Humidity,Min Humidity,Max Wind Speed,Avg Wind Speed,Min Wind Speed,Max Pressure,Avg Pressure,Min Pressure
0,1,2021-01-01,86,77.3,73.0,63,61.2,61.0,65,57.2,45.0,12,7.3,5.0,29.9,29.8,29.8
1,2,2021-01-02,88,78.5,72.0,66,63.0,61.0,73,59.5,45.0,12,6.5,2.0,29.9,29.8,29.7
2,3,2021-01-03,90,80.5,72.0,73,67.9,63.0,83,67.0,46.0,7,4.1,2.0,29.9,29.8,29.7
3,4,2021-01-04,91,82.0,75.0,77,70.1,64.0,94,70.0,41.0,10,4.6,1.0,29.9,29.8,29.7
4,5,2021-01-05,90,81.6,75.0,77,71.5,66.0,89,72.3,46.0,9,4.0,1.0,29.9,29.8,29.7
5,6,2021-01-06,90,82.2,75.0,75,70.5,66.0,84,68.6,46.0,7,4.3,1.0,29.8,29.8,29.7
6,7,2021-01-07,93,82.8,75.0,75,70.2,61.0,94,68.5,34.0,10,3.9,1.0,29.8,29.7,29.7
7,8,2021-01-08,93,81.8,75.0,75,72.1,66.0,94,74.2,43.0,10,3.5,1.0,29.8,29.7,29.7
8,9,2021-01-09,91,81.0,73.0,70,64.9,61.0,78,59.6,36.0,9,4.3,1.0,29.9,29.8,29.7
9,10,2021-01-10,88,78.8,70.0,72,65.7,63.0,83,65.1,46.0,7,3.6,1.0,29.9,29.8,29.7
10,11,2021-01-11,90,79.6,72.0,72,64.4,61.0,83,61.8,38.0,10,4.5,1.0,29.9,29.8,29.7
11,12,2021-01-12,88,77.3,70.0,63,58.9,57.0,73,54.4,35.0,10,6.5,3.0,29.9,29.8,29.8
12,13,2021-01-13,82,74.0,66.0,66,60.2,57.0,78,63.0,45.0,9,4.5,1.0,29.9,29.8,29.8
13,14,2021-01-14,86,75.9,64.0,68,65.1,63.0,94,71.1,48.0,9,3.8,1.0,29.9,29.8,29.8
14,15,2021-01-15,88,77.8,70.0,70,65.8,61.0,100,68.6,43.0,12,4.3,1.0,29.9,29.8,29.7
15,16,2021-01-16,90,82.5,75.0,72,66.2,61.0,83,59.8,38.0,12,6.8,3.0,29.8,29.8,29.7
16,17,2021-01-17,90,79.3,72.0,70,63.7,57.0,94,62.0,33.0,13,6.3,1.0,29.9,29.8,29.8
17,18,2021-01-18,88,78.3,68.0,66,58.7,52.0,78,53.0,31.0,12,6.3,1.0,29.9,29.8,29.8
18,19,2021-01-19,82,75.1,68.0,68,60.7,55.0,83,61.4,48.0,9,4.0,1.0,29.9,29.8,29.8
19,20,2021-01-20,88,79.7,70.0,73,66.5,63.0,88,66.1,43.0,8,3.8,1.0,29.9,29.8,29.7
20,21,2021-01-21,90,81.0,75.0,75,70.6,64.0,94,74.0,43.0,10,5.3,1.0,29.9,29.8,29.7
21,22,2021-01-22,88,79.5,75.0,75,73.2,70.0,94,82.5,55.0,8,5.6,2.0,29.9,29.8,29.7
22,23,2021-01-23,90,80.7,75.0,75,72.3,64.0,100,77.7,43.0,14,4.7,2.0,29.9,29.8,29.7
23,24,2021-01-24,88,80.5,75.0,73,71.6,68.0,89,74.7,52.0,12,5.0,1.0,29.9,29.8,29.7
24,25,2021-01-25,90,80.5,75.0,75,72.2,70.0,94,76.8,52.0,13,4.3,1.0,29.9,29.8,29.7
25,26,2021-01-26,91,82.2,77.0,73,69.8,64.0,89,68.1,41.0,12,4.1,1.0,29.9,29.8,29.7
26,27,2021-01-27,91,81.6,75.0,73,70.6,66.0,89,70.2,46.0,10,4.8,1.0,29.9,29.8,29.7
27,28,2021-01-28,91,80.9,75.0,75,70.7,66.0,89,72.3,43.0,12,4.9,1.0,29.9,29.8,29.7
28,29,2021-01-29,91,80.7,73.0,70,63.6,57.0,78,58.2,31.0,9,4.9,2.0,29.9,29.8,29.8
29,30,2021-01-30,88,78.9,70.0,70,64.7,61.0,88,62.7,46.0,8,3.9,1.0,29.9,29.8,29.8
30,31,2021-01-31,93,81.0,75.0,72,68.0,61.0,83,66.3,34.0,13,4.4,1.0,29.9,29.8,29.8
31,32,2021-02-01,91,80.8,75.0,73,69.2,63.0,89,69.7,38.0,13,4.7,1.0,29.9,29.8,29.8
32,33,2021-02-02,91,80.0,73.0,72,66.2,59.0,94,64.8,36.0,12,5.4,1.0,29.9,29.9,29.8
33,34,2021-02-03,90,80.0,73.0,70,67.3,64.0,83,66.8,43.0,10,4.2,1.0,29.9,29.8,29.8
34,35,2021-02-04,93,81.1,70.0,72,66.0,61.0,89,62.4,34.0,9,3.7,1.0,29.9,29.9,29.8
35,36,2021-02-05,91,82.1,77.0,73,70.7,66.0,89,70.3,43.0,12,5.2,2.0,29.9,29.8,29.8
36,37,2021-02-06,91,81.5,75.0,73,70.4,64.0,89,70.3,43.0,12,4.1,2.0,29.9,29.8,29.7
37,38,2021-02-07,88,81.0,75.0,75,72.7,70.0,94,77.1,55.0,12,4.0,2.0,29.9,29.8,29.7
38,39,2021-02-08,90,79.4,73.0,75,73.4,72.0,100,83.3,55.0,10,5.1,1.0,29.9,29.8,29.7
39,40,2021-02-09,91,82.4,75.0,75,71.4,66.0,94,71.9,43.0,10,4.5,1.0,29.9,29.8,29.7
40,41,2021-02-10,90,82.1,77.0,75,72.6,68.0,89,74.2,52.0,9,4.5,1.0,29.9,29.8,29.7
41,42,2021-02-11,84,79.3,77.0,75,73.2,72.0,89,82.6,70.0,8,4.5,1.0,29.9,29.8,29.7
42,43,2021-02-12,90,79.5,75.0,73,70.4,64.0,89,74.6,46.0,13,4.9,1.0,29.9,29.8,29.8
43,44,2021-02-13,88,79.2,73.0,72,68.8,63.0,94,71.8,43.0,13,5.0,1.0,29.9,29.9,29.8
44,45,2021-02-14,86,77.3,73.0,70,68.6,64.0,88,75.0,48.0,13,6.6,1.0,30.0,29.9,29.8
45,46,2021-02-15,88,76.8,70.0,72,68.6,66.0,100,76.5,52.0,12,5.9,1.0,29.9,29.8,29.8
46,47,2021-02-16,88,77.8,72.0,70,67.8,61.0,94,73.2,40.0,15,7.8,1.0,29.9,29.8,29.8
47,48,2021-02-17,90,79.7,72.0,68,65.2,59.0,88,64.1,36.0,12,6.3,1.0,29.9,29.8,29.8
48,49,2021-02-18,88,79.2,68.0,70,64.0,55.0,94,61.7,33.0,9,3.1,1.0,30.0,29.9,29.8
49,50,2021-02-19,91,80.3,70.0,68,61.1,57.0,74,53.6,31.0,12,5.2,1.0,30.0,29.9,29.8
50,51,2021-02-20,91,80.3,72.0,68,60.7,46.0,78,54.5,21.0,10,4.6,1.0,30.0,29.9,29.8
51,52,2021-02-21,91,79.4,72.0,70,63.6,57.0,94,61.8,31.0,12,4.7,1.0,29.9,29.9,29.8
52,53,2021-02-22,88,78.5,73.0,70,66.3,63.0,88,67.8,43.0,14,6.7,1.0,29.9,29.8,29.7
53,54,2021-02-23,91,79.2,72.0,72,67.7,61.0,94,70.0,36.0,14,5.3,1.0,29.9,29.8,29.7
54,55,2021-02-24,90,80.0,75.0,72,70.1,68.0,89,72.5,49.0,13,6.6,3.0,29.9,29.8,29.7
55,56,2021-02-25,90,80.8,73.0,73,71.0,70.0,89,72.9,52.0,10,5.6,1.0,29.8,29.7,29.6
56,57,2021-02-26,91,82.0,77.0,75,73.0,70.0,89,76.3,49.0,10,6.5,2.0,29.8,29.7,29.6
57,58,2021-02-27,91,83.0,79.0,75,73.3,70.0,89,74.1,49.0,10,6.2,2.0,29.8,29.7,29.6
58,59,2021-02-28,93,83.2,77.0,75,71.7,68.0,89,69.8,46.0,15,9.2,5.0,29.8,29.8,29.7
59,60,2021-03-01,93,83.5,77.0,75,72.3,70.0,89,70.8,46.0,13,9.0,5.0,29.9,29.8,29.8
60,61,2021-03-02,93,83.8,77.0,75,72.7,70.0,89,71.1,49.0,14,8.3,5.0,29.9,29.8,29.8
61,62,2021-03-03,95,84.0,77.0,73,70.7,64.0,89,66.7,36.0,12,6.5,2.0,29.9,29.8,29.8
62,63,2021-03-04,97,84.9,77.0,72,68.6,64.0,83,60.2,34.0,14,9.2,5.0,29.9,29.8,29.8
63,64,2021-03-05,97,83.7,75.0,72,66.1,54.0,83,58.7,23.0,16,10.7,5.0,29.9,29.8,29.8
64,65,2021-03-06,95,83.7,73.0,73,67.5,61.0,88,60.5,32.0,13,6.7,1.0,29.9,29.9,29.8
65,66,2021-03-07,95,84.0,77.0,73,70.4,66.0,89,65.1,41.0,15,9.0,2.0,29.9,29.8,29.8
66,67,2021-03-08,95,84.7,77.0,73,67.3,57.0,89,58.4,28.0,13,6.4,1.0,29.9,29.8,29.7
67,68,2021-03-09,95,84.3,77.0,73,68.7,61.0,83,61.7,32.0,14,7.2,2.0,29.9,29.8,29.7
68,69,2021-03-10,95,84.5,77.0,72,68.3,59.0,83,60.0,30.0,13,5.8,2.0,29.9,29.8,29.7
69,70,2021-03-11,95,85.1,77.0,73,68.4,61.0,83,59.1,32.0,17,7.7,2.0,29.9,29.8,29.7
70,71,2021-03-12,95,86.0,79.0,70,65.6,57.0,74,52.6,28.0,12,6.4,1.0,29.9,29.8,29.7
71,72,2021-03-13,95,85.2,79.0,72,66.4,61.0,78,55.3,32.0,14,6.3,1.0,29.9,29.8,29.7
72,73,2021-03-14,95,83.0,75.0,73,69.2,57.0,94,66.1,28.0,17,6.8,1.0,29.9,29.8,29.7
73,74,2021-03-15,93,82.8,77.0,72,70.1,66.0,83,66.5,41.0,13,6.2,2.0,29.9,29.8,29.7
74,75,2021-03-16,91,82.3,77.0,73,72.3,70.0,89,72.4,52.0,14,7.7,3.0,29.9,29.8,29.7
75,76,2021-03-17,91,82.5,77.0,73,71.2,66.0,89,69.6,46.0,12,7.6,2.0,29.9,29.8,29.7
76,77,2021-03-18,91,83.3,77.0,75,72.7,70.0,89,71.8,52.0,13,7.8,3.0,29.8,29.8,29.7
77,78,2021-03-19,93,84.7,79.0,75,73.9,70.0,89,71.8,46.0,12,7.5,2.0,29.8,29.7,29.6
78,79,2021-03-20,91,84.5,81.0,77,75.0,72.0,89,74.4,55.0,10,7.1,3.0,29.8,29.7,29.6
79,80,2021-03-21,95,85.1,81.0,77,74.0,70.0,84,70.8,44.0,16,7.3,1.0,29.8,29.7,29.6
80,81,2021-03-22,97,86.5,77.0,75,71.2,61.0,89,63.6,30.0,12,5.8,1.0,29.8,29.8,29.7
81,82,2021-03-23,97,86.2,79.0,75,69.1,63.0,79,58.4,32.0,12,5.9,1.0,29.8,29.8,29.7
82,83,2021-03-24,97,86.7,81.0,73,70.0,64.0,79,59.3,36.0,17,7.7,2.0,29.8,29.7,29.6
83,84,2021-03-25,97,86.7,81.0,75,71.0,66.0,74,60.3,37.0,12,7.1,2.0,29.9,29.1,29.6
84,85,2021-03-26,97,85.9,79.0,73,70.8,66.0,78,61.8,37.0,16,9.4,5.0,29.8,27.7,29.6
85,86,2021-03-27,97,86.3,81.0,75,72.1,66.0,84,64.7,37.0,13,8.8,2.0,29.8,29.7,29.6
86,87,2021-03-28,97,85.6,79.0,75,72.1,66.0,89,66.9,37.0,14,8.1,2.0,29.8,29.7,29.6
87,88,2021-03-29,95,85.5,81.0,77,73.2,68.0,89,68.8,41.0,12,6.5,1.0,29.8,29.7,29.6
88,89,2021-03-30,97,85.0,81.0,79,74.9,70.0,89,73.6,41.0,10,6.7,2.0,29.8,29.7,29.6
89,90,2021-03-31,97,86.3,81.0,79,75.7,70.0,89,72.4,41.0,12,7.1,1.0,29.7,29.6,29.6
90,91,2021-04-01,97,86.8,81.0,77,73.8,66.0,89,67.5,37.0,12,7.3,2.0,29.8,29.7,29.6
91,92,2021-04-02,99,88.0,82.0,81,75.2,66.0,94,68.5,35.0,13,6.6,1.0,29.8,29.7,29.6
92,93,2021-04-03,95,84.0,73.0,79,75.2,72.0,100,76.8,47.0,16,6.8,1.0,29.8,29.7,29.6
93,94,2021-04-04,93,84.4,75.0,79,75.1,72.0,94,74.6,49.0,16,7.9,2.0,29.8,29.1,29.6
94,95,2021-04-05,93,85.1,79.0,77,73.2,68.0,94,69.0,46.0,10,6.6,1.0,29.9,29.8,29.7
95,96,2021-04-06,97,86.8,79.0,75,68.8,61.0,89,57.5,32.0,12,8.2,3.0,29.9,29.8,29.7
96,97,2021-04-07,97,86.5,79.0,75,70.8,64.0,83,62.3,34.0,12,6.6,2.0,29.9,29.8,29.7
97,98,2021-04-08,91,83.8,81.0,77,74.7,72.0,89,75.0,55.0,13,6.3,1.0,29.9,29.8,29.7
98,99,2021-04-09,90,83.3,77.0,77,75.8,72.0,89,79.3,62.0,12,6.0,1.0,29.9,29.8,29.7
99,100,2021-04-10,95,84.6,79.0,77,75.3,68.0,94,75.4,41.0,12,5.0,1.0,29.9,29.8,29.7
100,101,2021-04-11,95,85.5,81.0,79,73.0,68.0,84,67.3,41.0,12,7.8,5.0,29.9,29.8,29.8
101,102,2021-04-12,95,84.7,79.0,75,73.2,70.0,89,69.7,44.0,14,7.2,3.0,29.9,29.8,29.8
102,103,2021-04-13,93,85.5,81.0,77,75.7,73.0,89,73.7,55.0,13,8.1,2.0,29.9,29.8,29.7
103,104,2021-04-14,95,86.0,82.0,79,75.1,70.0,89,70.7,47.0,10,6.3,2.0,29.9,29.8,29.7
104,105,2021-04-15,95,83.8,75.0,81,76.0,72.0,100,78.9,47.0,12,4.7,2.0,29.9,29.8,29.7
105,106,2021-04-16,93,82.9,72.0,79,74.2,68.0,100,76.4,46.0,31,6.6,2.0,29.9,29.8,29.7
106,107,2021-04-17,91,83.0,72.0,77,75.3,72.0,100,79.8,55.0,18,4.3,1.0,29.9,29.8,29.7
107,108,2021-04-18,90,83.1,77.0,79,76.2,73.0,100,80.8,59.0,12,5.7,1.0,29.9,29.8,29.7
108,109,2021-04-19,91,83.6,79.0,79,75.3,72.0,94,77.9,52.0,18,4.5,1.0,29.9,29.8,29.7
109,110,2021-04-20,93,85.5,79.0,79,76.1,72.0,94,75.0,49.0,14,5.0,1.0,29.8,29.8,29.7
110,111,2021-04-21,91,85.2,81.0,79,78.2,73.0,94,79.8,55.0,10,6.7,3.0,29.8,29.8,29.7
111,112,2021-04-22,90,82.2,75.0,79,76.7,75.0,100,84.1,66.0,13,5.1,1.0,29.8,29.8,29.6
112,113,2021-04-23,91,82.3,77.0,79,76.7,75.0,94,84.4,59.0,10,4.8,1.0,29.8,29.7,29.6
113,114,2021-04-24,93,84.4,79.0,79,76.7,72.0,100,79.5,49.0,14,4.7,1.0,29.8,29.7,29.6
114,115,2021-04-25,95,85.2,79.0,77,75.6,70.0,94,74.6,46.0,14,5.8,1.0,29.8,29.8,29.7
115,116,2021-04-26,95,86.5,79.0,79,76.4,72.0,94,73.4,47.0,13,6.4,1.0,29.8,29.8,29.6
116,117,2021-04-27,93,85.6,79.0,79,76.9,70.0,94,76.1,46.0,10,6.0,1.0,29.9,29.8,29.7
117,118,2021-04-28,93,86.0,81.0,79,75.6,68.0,94,72.3,44.0,12,7.2,1.0,29.9,29.8,29.7
118,119,2021-04-29,95,86.1,82.0,77,74.3,68.0,84,68.9,44.0,13,7.1,1.0,29.9,29.8,29.7
119,120,2021-04-30,95,86.8,82.0,79,74.7,70.0,84,68.4,44.0,14,8.0,2.0,29.9,29.8,29.7
120,121,2021-05-01,95,86.7,81.0,79,76.3,72.0,94,72.2,49.0,13,8.7,3.0,29.9,29.8,29.7
121,122,2021-05-02,97,87.4,82.0,77,75.5,70.0,84,69.0,44.0,12,8.7,5.0,29.9,29.8,29.7
122,123,2021-05-03,97,87.7,82.0,79,74.8,66.0,89,67.3,41.0,14,8.3,5.0,29.8,29.7,29.6
123,124,2021-05-04,99,87.9,79.0,77,73.5,66.0,89,64.6,37.0,12,6.3,2.0,29.8,29.7,29.6
124,125,2021-05-05,99,89.1,82.0,77,72.3,66.0,74,59.8,35.0,15,9.6,5.0,29.8,29.7,29.6
125,126,2021-05-06,99,86.5,79.0,79,74.8,68.0,94,70.0,39.0,15,8.4,1.0,29.8,29.8,29.7
126,127,2021-05-07,95,84.9,77.0,79,75.0,70.0,94,74.2,44.0,12,6.0,1.0,29.9,29.8,29.7
127,128,2021-05-08,93,84.6,81.0,81,77.5,72.0,94,79.2,55.0,13,4.2,1.0,29.8,29.8,29.7
128,129,2021-05-09,99,87.3,82.0,81,76.7,70.0,89,72.2,39.0,12,6.8,2.0,29.8,29.7,29.6
129,130,2021-05-10,95,87.5,82.0,79,76.5,72.0,89,70.8,47.0,14,7.3,5.0,29.8,29.7,29.6
130,131,2021-05-11,95,87.7,82.0,79,76.9,73.0,89,71.3,49.0,13,6.8,3.0,29.8,29.7,29.6
131,132,2021-05-12,97,87.3,82.0,79,77.5,72.0,89,73.4,44.0,10,4.9,1.0,29.8,29.7,29.6
132,133,2021-05-13,97,88.4,84.0,81,77.3,72.0,89,70.7,44.0,10,5.6,2.0,29.7,29.7,29.6
133,134,2021-05-14,95,87.4,84.0,81,78.6,75.0,89,75.0,56.0,12,6.8,3.0,29.7,29.7,29.6
134,135,2021-05-15,93,84.6,81.0,81,78.8,75.0,100,83.1,56.0,10,4.9,1.0,29.8,29.7,29.6
135,136,2021-05-16,97,86.7,79.0,81,78.1,72.0,100,77.2,44.0,12,5.5,1.0,29.8,29.7,29.6
136,137,2021-05-17,93,85.2,79.0,82,80.1,77.0,100,84.4,63.0,14,5.3,1.0,29.8,29.7,29.6
137,138,2021-05-18,93,85.1,79.0,81,78.3,73.0,100,81.1,52.0,10,4.7,1.0,29.8,29.7,29.7
138,139,2021-05-19,95,84.5,79.0,81,78.6,75.0,100,82.9,53.0,13,3.9,1.0,29.8,29.7,29.6
139,140,2021-05-20,95,86.9,79.0,81,76.1,70.0,100,73.1,44.0,10,4.2,1.0,29.8,29.7,29.6
140,141,2021-05-21,93,83.6,77.0,81,78.9,73.0,100,86.1,63.0,17,5.0,1.0,29.8,29.7,29.6
141,142,2021-05-22,91,82.4,77.0,79,78.3,75.0,100,88.3,63.0,18,5.8,1.0,29.8,29.7,29.6
142,143,2021-05-23,90,81.4,77.0,81,78.5,77.0,100,91.4,70.0,17,5.5,1.0,29.8,29.7,29.6
143,144,2021-05-24,86,80.6,77.0,81,77.8,75.0,100,91.6,74.0,10,5.3,1.0,29.8,29.7,29.6
144,145,2021-05-25,82,77.1,73.0,79,76.3,73.0,100,97.3,84.0,12,3.6,1.0,29.8,29.7,29.7
145,146,2021-05-26,86,80.6,75.0,79,77.0,75.0,100,89.1,74.0,12,4.8,1.0,29.8,29.7,29.6
146,147,2021-05-27,88,81.2,77.0,81,78.8,77.0,100,92.6,75.0,14,3.4,1.0,29.8,29.7,29.7
147,148,2021-05-28,91,84.3,79.0,81,78.2,75.0,100,82.7,59.0,8,4.2,1.0,29.9,29.8,29.7
148,149,2021-05-29,95,84.7,79.0,81,78.4,75.0,100,82.3,56.0,16,4.9,1.0,29.8,29.8,29.7
149,150,2021-05-30,95,87.0,79.0,82,77.8,72.0,100,76.0,47.0,8,4.7,1.0,29.8,29.7,29.6
150,151,2021-05-31,93,87.2,81.0,82,79.7,77.0,100,78.7,59.0,13,7.8,5.0,29.8,29.7,29.6
151,152,2021-06-01,93,85.6,82.0,82,80.1,77.0,94,83.0,59.0,13,6.6,2.0,29.8,29.7,29.6
152,153,2021-06-02,93,83.6,75.0,82,78.1,77.0,100,86.3,59.0,17,5.5,1.0,29.8,29.7,29.6
153,154,2021-06-03,95,86.5,79.0,82,78.8,75.0,100,78.9,53.0,9,5.3,1.0,29.8,29.7,29.6
154,155,2021-06-04,95,87.6,81.0,82,78.7,72.0,100,76.2,47.0,10,6.7,1.0,29.8,29.7,29.6
155,156,2021-06-05,95,86.1,81.0,82,78.6,75.0,100,79.1,53.0,13,8.9,5.0,29.8,29.7,29.6
156,157,2021-06-06,91,83.5,81.0,82,78.7,75.0,94,85.8,66.0,22,6.9,1.0,29.8,29.7,29.7
157,158,2021-06-07,91,82.9,75.0,81,78.3,75.0,100,86.6,59.0,24,10.0,2.0,29.8,29.7,29.7
158,159,2021-06-08,84,79.6,75.0,81,76.7,75.0,100,91.3,79.0,18,6.1,2.0,29.8,29.1,29.7
159,160,2021-06-09,90,82.5,77.0,81,77.2,73.0,100,85.1,62.0,21,5.8,1.0,29.8,29.7,29.7
160,161,2021-06-10,90,82.3,79.0,81,77.3,73.0,100,85.4,62.0,17,8.5,1.0,29.8,29.7,29.6
161,162,2021-06-11,91,82.9,77.0,79,76.6,73.0,100,83.3,55.0,15,8.2,2.0,29.8,29.7,29.6
162,163,2021-06-12,90,82.2,77.0,79,75.3,72.0,100,81.2,59.0,20,9.8,3.0,29.8,29.7,29.7
163,164,2021-06-13,91,84.1,79.0,79,76.7,73.0,94,79.4,62.0,16,9.7,1.0,29.8,29.7,29.7
164,165,2021-06-14,93,84.4,81.0,81,76.7,73.0,94,79.3,52.0,23,8.9,2.0,29.8,29.7,29.7
165,166,2021-06-15,91,81.9,77.0,81,78.5,75.0,100,90.2,63.0,15,6.0,2.0,29.8,29.7,29.7
166,167,2021-06-16,91,84.3,79.0,82,78.6,75.0,100,83.5,62.0,12,5.7,1.0,29.8,29.8,29.7
167,168,2021-06-17,95,85.4,77.0,81,77.3,72.0,100,78.9,47.0,12,4.5,1.0,29.9,29.8,29.7
168,169,2021-06-18,93,85.6,79.0,79,77.3,72.0,100,77.9,52.0,13,5.6,1.0,29.8,29.8,29.7
169,170,2021-06-19,93,85.5,81.0,82,79.4,73.0,100,82.3,59.0,15,7.2,2.0,29.8,29.8,29.7
170,171,2021-06-20,95,85.5,77.0,81,77.4,70.0,100,78.3,44.0,15,8.0,2.0,29.8,29.7,29.6
171,172,2021-06-21,90,83.4,77.0,81,78.0,75.0,100,83.7,70.0,18,9.0,1.0,29.8,29.7,29.6
172,173,2021-06-22,90,82.7,77.0,81,78.7,77.0,100,87.9,66.0,20,9.3,6.0,29.8,29.8,29.7
173,174,2021-06-23,91,82.5,77.0,81,78.0,75.0,100,86.8,66.0,22,7.0,1.0,29.8,29.8,29.7
174,175,2021-06-24,93,84.9,77.0,81,77.8,75.0,100,80.0,56.0,12,5.9,1.0,29.8,29.7,29.6
175,176,2021-06-25,93,84.4,79.0,81,78.7,73.0,100,83.7,52.0,13,7.0,1.0,29.8,29.7,29.6
