,STT,Date,Max Temp,Avg Temp,Min Temp,Max Dew Point,Avg Dew Point,Min Dew Point,Max Humidity,Avg Humidity,Min Humidity,Max Wind Speed,Avg Wind Speed,Min Wind Speed,Max Pressure,Avg Pressure,Min Pressure
176,177,2021-06-26,93,85.5,81.0,81,78.8,75.0,100,81.3,59.0,9,6.6,2.0,29.8,29.8,29.7
177,178,2021-06-27,95,86.8,81.0,81,76.8,68.0,100,73.9,44.0,12,6.6,2.0,29.9,29.8,29.7
178,179,2021-06-28,95,86.7,81.0,81,77.3,72.0,94,74.8,47.0,16,8.4,5.0,29.8,29.8,29.7
179,180,2021-06-29,95,86.3,81.0,81,78.0,72.0,100,77.5,47.0,12,6.3,1.0,29.8,29.7,29.6
180,181,2021-06-30,93,85.1,81.0,82,79.4,75.0,100,82.8,56.0,13,7.4,3.0,29.8,29.7,29.7
181,182,2021-07-01,95,86.3,81.0,81,76.9,70.0,100,75.5,44.0,13,7.7,2.0,29.8,29.7,29.7
182,183,2021-07-02,95,87.5,81.0,82,77.1,70.0,94,72.5,47.0,12,7.5,5.0,29.8,29.8,29.7
183,184,2021-07-03,97,87.1,81.0,81,77.8,73.0,100,75.3,47.0,13,5.7,2.0,29.8,29.7,29.6
184,185,2021-07-04,91,83.9,81.0,84,79.3,72.0,100,86.5,70.0,21,6.1,1.0,29.7,29.7,29.6
185,186,2021-07-05,90,81.6,77.0,82,79.2,75.0,100,92.3,70.0,14,4.5,1.0,29.7,29.7,29.6
186,187,2021-07-06,88,81.6,77.0,82,78.4,77.0,100,90.4,79.0,21,6.9,1.0,29.7,29.7,29.6
187,188,2021-07-07,93,82.0,77.0,79,76.8,73.0,100,86.0,52.0,26,8.3,2.0,29.8,29.7,29.6
188,189,2021-07-08,88,81.2,77.0,81,77.5,77.0,100,89.0,70.0,13,7.2,3.0,29.8,29.7,29.6
189,190,2021-07-09,88,82.2,77.0,79,75.9,72.0,100,82.3,58.0,14,7.4,1.0,29.8,29.7,29.6
190,191,2021-07-10,91,85.0,79.0,79,76.0,73.0,94,75.9,55.0,9,5.6,1.0,29.8,29.7,29.6
191,192,2021-07-11,95,86.2,81.0,79,75.9,70.0,94,72.9,44.0,12,4.7,1.0,29.8,29.8,29.7
192,193,2021-07-12,95,85.1,79.0,81,76.4,72.0,100,76.7,47.0,14,5.3,1.0,29.8,29.7,29.7
193,194,2021-07-13,93,84.6,77.0,79,76.2,70.0,100,77.3,49.0,9,3.9,1.0,29.8,29.7,29.6
194,195,2021-07-14,91,82.3,77.0,79,77.0,75.0,100,85.2,62.0,9,4.3,1.0,29.8,29.7,29.6
195,196,2021-07-15,91,80.9,77.0,79,76.8,75.0,100,88.5,62.0,14,5.1,1.0,29.8,29.7,29.6
196,197,2021-07-16,93,83.7,75.0,79,75.2,72.0,100,77.3,55.0,12,5.9,1.0,29.8,29.8,29.7
197,198,2021-07-17,91,84.8,79.0,79,76.0,73.0,100,76.9,55.0,15,8.3,3.0,29.8,29.7,29.6
198,199,2021-07-18,91,83.3,79.0,79,76.6,72.0,94,81.4,52.0,24,11.0,1.0,29.8,29.7,29.6
199,200,2021-07-19,91,79.4,72.0,81,74.1,70.0,100,85.5,59.0,25,6.7,1.0,29.8,29.7,29.6
200,201,2021-07-20,91,81.3,77.0,79,75.1,72.0,94,82.5,63.0,17,6.2,1.0,29.8,29.8,29.7
201,202,2021-07-21,88,81.9,79.0,81,76.5,73.0,100,84.8,62.0,21,10.8,3.0,29.8,29.7,29.7
202,203,2021-07-22,90,81.1,73.0,79,77.0,72.0,100,87.8,70.0,17,9.0,1.0,29.8,29.7,29.6
203,204,2021-07-23,88,81.0,73.0,81,78.7,73.0,100,92.8,75.0,23,8.8,3.0,29.7,29.1,29.6
204,205,2021-07-24,91,84.9,81.0,81,78.7,77.0,100,82.3,63.0,22,13.0,7.0,29.7,29.7,29.6
205,206,2021-07-25,90,81.6,75.0,79,76.7,75.0,100,86.2,62.0,21,9.7,2.0,29.8,29.7,29.6
206,207,2021-07-26,91,84.0,79.0,79,77.2,75.0,94,80.7,63.0,20,11.7,5.0,29.8,29.7,29.6
207,208,2021-07-27,91,82.0,77.0,81,78.2,77.0,100,89.3,70.0,25,11.2,6.0,29.7,29.7,29.6
208,209,2021-07-28,88,81.2,77.0,81,77.2,73.0,100,88.3,75.0,26,11.1,6.0,29.7,29.7,29.6
209,210,2021-07-29,90,80.6,77.0,81,78.1,75.0,100,92.5,70.0,20,9.4,3.0,29.8,29.7,29.6
210,211,2021-07-30,90,82.9,77.0,81,77.8,77.0,100,85.4,66.0,17,10.1,1.0,29.8,29.7,29.7
211,212,2021-07-31,91,85.3,79.0,81,78.4,77.0,100,80.3,63.0,16,11.5,6.0,29.8,29.7,29.6
212,213,2021-08-01,93,83.9,79.0,79,78.0,75.0,100,83.6,59.0,18,11.8,7.0,29.7,29.7,29.6
213,214,2021-08-02,90,83.8,79.0,81,78.6,77.0,100,84.7,66.0,18,12.8,6.0,29.8,29.7,29.6
214,215,2021-08-03,91,84.8,81.0,79,77.9,75.0,94,80.6,63.0,22,14.1,8.0,29.8,29.7,29.6
215,216,2021-08-04,91,84.1,79.0,79,78.3,75.0,100,82.9,63.0,21,12.6,5.0,29.8,29.7,29.7
216,217,2021-08-05,91,84.3,81.0,81,78.6,77.0,94,83.3,66.0,20,14.1,9.0,29.8,29.7,29.7
217,218,2021-08-06,91,85.1,81.0,81,78.0,75.0,94,80.2,62.0,17,12.3,8.0,29.8,29.7,29.7
218,219,2021-08-07,93,85.5,81.0,79,78.0,73.0,94,78.7,59.0,17,9.8,8.0,29.8,29.8,29.7
219,220,2021-08-08,93,85.9,81.0,81,79.0,77.0,94,79.9,63.0,14,8.9,5.0,29.8,29.7,29.7
220,221,2021-08-09,95,86.3,81.0,81,78.4,73.0,94,77.4,56.0,15,8.5,3.0,29.8,29.7,29.6
221,222,2021-08-10,95,84.3,79.0,81,78.4,75.0,100,83.3,56.0,15,7.7,3.0,29.8,29.7,29.6
222,223,2021-08-11,91,82.4,77.0,81,77.8,75.0,94,86.8,66.0,17,6.0,1.0,29.9,29.8,29.7
223,224,2021-08-12,88,82.4,77.0,81,77.1,75.0,100,84.4,70.0,16,4.8,1.0,29.9,29.8,29.8
224,225,2021-08-13,93,83.4,79.0,81,77.1,75.0,100,82.3,56.0,16,5.8,1.0,29.8,29.8,29.7
225,226,2021-08-14,91,84.2,79.0,79,77.1,75.0,94,80.2,59.0,13,6.4,1.0,29.8,29.7,29.6
226,227,2021-08-15,88,83.4,79.0,79,76.9,75.0,94,81.6,66.0,7,3.4,1.0,29.9,29.8,29.7
227,228,2021-08-16,95,83.5,75.0,79,75.3,70.0,100,79.3,44.0,14,3.9,1.0,29.9,29.8,29.7
228,229,2021-08-17,93,81.8,72.0,79,76.1,72.0,100,84.4,56.0,16,3.4,1.0,29.9,29.8,29.7
229,230,2021-08-18,93,82.1,72.0,79,75.3,72.0,100,82.3,52.0,14,3.7,1.0,29.9,29.8,29.6
230,231,2021-08-19,95,82.7,75.0,79,74.6,70.0,100,78.9,46.0,12,3.8,1.0,29.8,29.7,29.6
231,232,2021-08-20,91,81.5,75.0,79,76.2,73.0,100,85.1,59.0,15,3.2,1.0,29.9,29.8,29.7
232,233,2021-08-21,93,82.0,73.0,79,76.2,72.0,100,84.5,52.0,23,2.7,1.0,29.8,29.8,29.7
233,234,2021-08-22,93,84.5,79.0,81,77.4,73.0,100,80.7,52.0,15,5.8,1.0,29.8,29.7,29.6
234,235,2021-08-23,90,81.7,77.0,81,77.6,73.0,100,88.4,66.0,17,5.4,1.0,29.8,29.7,29.7
235,236,2021-08-24,90,80.7,75.0,79,77.3,75.0,100,90.5,62.0,18,4.9,1.0,29.8,29.7,29.6
236,237,2021-08-25,90,81.2,77.0,79,76.9,73.0,100,87.7,66.0,16,6.4,2.0,29.8,29.7,29.6
237,238,2021-08-26,90,80.2,77.0,79,76.6,75.0,100,89.5,66.0,14,5.2,1.0,29.8,29.7,29.7
238,239,2021-08-27,91,83.3,77.0,79,76.3,73.0,100,81.0,55.0,10,3.8,1.0,29.8,29.7,29.6
239,240,2021-08-28,90,79.7,75.0,79,76.7,73.0,100,91.2,70.0,10,3.6,1.0,29.8,29.7,29.6
240,241,2021-08-29,90,81.4,75.0,79,76.2,73.0,100,85.5,62.0,9,3.9,1.0,29.8,29.7,29.6
241,242,2021-08-30,93,81.0,73.0,79,76.3,73.0,100,87.3,56.0,13,3.3,1.0,29.8,29.7,29.6
242,243,2021-08-31,93,81.5,77.0,81,77.2,75.0,100,87.7,56.0,10,2.6,1.0,29.8,29.8,29.7
243,244,2021-09-01,91,83.2,77.0,79,76.8,73.0,100,82.0,59.0,9,3.9,1.0,29.8,29.7,29.6
244,245,2021-09-02,88,81.9,77.0,81,76.6,75.0,94,84.5,70.0,13,3.9,1.0,29.8,29.7,29.6
245,246,2021-09-03,90,82.1,77.0,79,76.8,75.0,100,85.0,66.0,14,6.2,1.0,29.8,29.7,29.6
246,247,2021-09-04,88,80.5,77.0,79,76.7,75.0,100,89.5,66.0,15,5.5,1.0,29.8,29.7,29.7
247,248,2021-09-05,90,80.7,75.0,79,75.6,75.0,100,85.9,62.0,12,4.9,1.0,29.8,29.8,29.7
248,249,2021-09-06,91,82.0,75.0,77,75.3,73.0,100,82.0,59.0,12,4.5,1.0,29.8,29.8,29.7
249,250,2021-09-07,91,82.3,77.0,79,76.8,75.0,100,84.5,59.0,14,4.2,1.0,29.8,29.7,29.6
250,251,2021-09-08,90,82.3,79.0,81,76.9,75.0,94,84.7,66.0,20,9.1,3.0,29.8,29.7,29.6
251,252,2021-09-09,90,80.9,75.0,81,76.8,75.0,100,88.1,66.0,25,8.8,3.0,29.8,29.7,29.6
252,253,2021-09-10,88,81.4,77.0,79,77.7,75.0,100,89.2,66.0,18,8.2,3.0,29.8,29.7,29.7
253,254,2021-09-11,90,82.5,77.0,79,76.8,75.0,100,84.1,66.0,20,10.0,2.0,29.8,29.7,29.6
254,255,2021-09-12,90,81.2,73.0,79,76.7,73.0,100,87.3,66.0,20,10.2,1.0,29.7,29.6,29.6
255,256,2021-09-13,90,80.9,77.0,81,77.8,75.0,100,90.9,70.0,18,7.2,1.0,29.8,29.7,29.6
256,257,2021-09-14,86,80.2,75.0,81,78.5,75.0,100,94.3,79.0,15,3.8,1.0,29.8,29.7,29.7
257,258,2021-09-15,90,81.6,77.0,79,76.3,73.0,100,85.3,59.0,12,4.9,1.0,29.9,29.8,29.7
258,259,2021-09-16,91,82.3,77.0,79,77.6,75.0,100,86.8,59.0,12,2.8,1.0,29.9,29.8,29.7
259,260,2021-09-17,91,82.3,77.0,81,76.2,70.0,100,83.3,55.0,13,3.0,1.0,29.8,29.8,29.7
260,261,2021-09-18,93,81.8,75.0,77,76.0,73.0,100,84.2,55.0,8,3.3,1.0,29.8,29.8,29.7
261,262,2021-09-19,86,79.9,75.0,77,76.3,75.0,100,89.7,70.0,8,3.3,1.0,29.8,29.7,29.7
262,263,2021-09-20,90,80.9,75.0,79,75.3,73.0,100,84.6,59.0,17,6.3,1.0,29.8,29.7,29.7
263,264,2021-09-21,90,81.0,77.0,77,75.6,72.0,100,85.3,55.0,14,4.2,1.0,29.8,29.7,29.6
264,265,2021-09-22,90,81.8,77.0,79,76.6,73.0,100,85.2,62.0,14,5.7,1.0,29.8,29.7,29.6
265,266,2021-09-23,90,81.9,77.0,77,75.4,73.0,100,82.8,59.0,13,4.8,1.0,29.8,29.8,29.7
266,267,2021-09-24,91,81.2,75.0,79,77.6,75.0,100,89.7,63.0,14,5.9,1.0,29.8,29.7,29.7
267,268,2021-09-25,88,80.7,75.0,79,77.0,75.0,100,89.4,66.0,14,3.8,1.0,29.8,29.7,29.7
268,269,2021-09-26,90,79.7,77.0,79,77.0,75.0,100,92.3,62.0,12,2.6,1.0,29.8,29.7,29.6
269,270,2021-09-27,91,83.6,75.0,81,76.1,73.0,100,79.8,55.0,10,4.6,1.0,29.8,29.7,29.6
270,271,2021-09-28,93,84.1,79.0,79,77.0,73.0,100,80.5,52.0,9,3.4,1.0,29.8,29.7,29.6
271,272,2021-09-29,91,83.5,79.0,81,77.1,75.0,100,81.8,59.0,13,3.7,1.0,29.8,29.1,29.6
272,273,2021-09-30,90,82.0,77.0,81,77.2,73.0,100,86.5,62.0,10,3.6,1.0,29.8,29.8,29.7
273,274,2021-10-01,91,81.9,77.0,81,77.3,75.0,100,86.8,66.0,12,3.3,1.0,29.9,29.8,29.7
274,275,2021-10-02,84,78.3,75.0,81,76.0,73.0,100,92.9,79.0,14,5.3,1.0,29.9,29.8,29.7
275,276,2021-10-03,86,80.7,75.0,77,76.0,75.0,100,86.3,70.0,6,2.0,1.0,29.8,29.8,29.7
276,277,2021-10-04,90,82.2,77.0,81,77.0,73.0,100,85.4,59.0,14,2.8,1.0,29.8,29.7,29.6
277,278,2021-10-05,90,81.5,75.0,79,76.5,73.0,100,86.4,62.0,14,4.1,1.0,29.7,29.7,29.6
278,279,2021-10-06,84,79.9,77.0,79,78.3,77.0,100,94.5,79.0,7,3.4,1.0,29.7,29.6,29.6
279,280,2021-10-07,88,80.5,75.0,81,77.4,73.0,100,90.8,70.0,18,5.2,1.0,29.7,29.6,29.5
280,281,2021-10-08,88,82.1,77.0,81,77.7,75.0,100,87.2,70.0,14,9.2,2.0,29.7,29.6,29.6
281,282,2021-10-09,88,81.0,77.0,81,78.1,77.0,100,91.2,74.0,18,8.1,1.0,29.7,29.7,29.6
282,283,2021-10-10,91,82.8,79.0,81,78.7,75.0,100,88.0,59.0,17,8.1,1.0,29.7,29.7,29.6
283,284,2021-10-11,86,80.6,75.0,81,77.9,73.0,100,91.4,74.0,17,8.7,1.0,29.7,29.6,29.6
284,285,2021-10-12,88,81.3,77.0,81,77.3,75.0,100,88.0,70.0,18,10.4,3.0,29.7,29.6,29.6
285,286,2021-10-13,91,83.1,79.0,81,77.0,75.0,94,83.4,59.0,17,10.8,6.0,29.7,29.6,29.5
286,287,2021-10-14,91,83.3,81.0,81,78.7,75.0,94,85.8,66.0,16,8.4,1.0,29.7,29.6,29.6
287,288,2021-10-15,93,83.2,77.0,81,77.4,73.0,100,84.3,52.0,18,5.3,1.0,29.7,29.7,29.6
288,289,2021-10-16,86,79.6,77.0,81,76.7,73.0,100,91.3,70.0,7,3.5,1.0,29.8,29.7,29.7
289,290,2021-10-17,86,79.1,73.0,77,74.2,72.0,100,85.6,66.0,16,5.8,1.0,29.8,29.8,29.7
290,291,2021-10-18,90,83.6,79.0,77,75.7,72.0,94,78.6,58.0,8,4.5,1.0,29.9,29.8,29.7
291,292,2021-10-19,91,84.3,79.0,79,77.1,73.0,94,80.0,55.0,10,5.0,1.0,29.9,29.9,29.8
292,293,2021-10-20,91,81.0,75.0,79,77.7,75.0,100,90.8,63.0,12,3.1,1.0,29.9,29.9,29.8
293,294,2021-10-21,91,82.1,77.0,77,75.7,73.0,100,82.6,59.0,9,3.9,1.0,29.9,29.8,29.8
294,295,2021-10-22,91,81.8,77.0,79,76.5,75.0,100,85.0,59.0,10,3.9,1.0,29.9,29.9,29.8
295,296,2021-10-23,93,81.5,75.0,77,75.5,72.0,100,84.7,49.0,12,3.5,1.0,29.9,29.8,29.8
296,297,2021-10-24,91,81.1,75.0,79,76.3,73.0,100,87.4,55.0,14,3.3,1.0,29.9,29.8,29.7
297,298,2021-10-25,88,81.0,75.0,79,75.4,72.0,100,84.7,66.0,8,3.8,1.0,29.8,29.8,29.7
298,299,2021-10-26,90,82.4,77.0,77,72.2,70.0,94,72.3,52.0,10,5.4,1.0,29.8,29.7,29.7
299,300,2021-10-27,84,79.8,75.0,77,74.1,68.0,94,83.3,65.0,10,5.3,1.0,29.8,29.8,29.7
300,301,2021-10-28,91,83.0,75.0,77,73.3,72.0,94,73.7,55.0,10,5.9,2.0,29.9,29.8,29.7
301,302,2021-10-29,95,84.6,79.0,79,75.8,70.0,94,76.7,46.0,10,5.5,2.0,29.9,29.8,29.8
302,303,2021-10-30,93,82.9,77.0,79,75.6,73.0,100,80.2,52.0,16,5.7,2.0,29.9,29.8,29.8
303,304,2021-10-31,91,82.8,77.0,79,75.6,73.0,100,80.5,55.0,15,4.7,2.0,29.9,29.8,29.8
304,305,2021-11-01,93,83.8,77.0,79,76.2,73.0,100,79.6,55.0,12,4.3,2.0,29.9,29.8,29.7
305,306,2021-11-02,93,84.5,77.0,79,73.9,66.0,100,73.0,41.0,9,4.1,2.0,29.9,29.8,29.7
306,307,2021-11-03,93,85.0,77.0,77,73.6,68.0,94,70.7,44.0,9,3.6,2.0,29.9,29.8,29.7
307,308,2021-11-04,93,84.7,77.0,75,72.5,68.0,94,68.8,46.0,12,7.1,2.0,29.9,29.8,29.7
308,309,2021-11-05,91,83.7,77.0,77,74.5,72.0,100,75.8,52.0,12,5.3,2.0,29.8,29.8,29.7
309,310,2021-11-06,95,84.5,77.0,77,74.7,72.0,100,74.0,47.0,9,4.7,2.0,29.8,29.7,29.6
310,311,2021-11-07,93,84.4,77.0,79,75.9,73.0,100,77.0,52.0,9,4.3,1.0,29.8,29.7,29.6
311,312,2021-11-08,93,85.7,79.0,77,74.6,70.0,94,71.0,49.0,14,7.2,1.0,29.8,29.7,29.7
312,313,2021-11-09,90,82.7,77.0,79,75.0,72.0,94,79.5,55.0,6,2.5,1.0,29.8,29.8,29.7
313,314,2021-11-10,91,83.4,77.0,77,73.7,70.0,94,74.1,49.0,9,5.4,1.0,29.8,29.8,29.7
314,315,2021-11-11,88,80.4,77.0,79,74.9,73.0,100,85.0,62.0,8,3.6,1.0,29.9,29.8,29.7
315,316,2021-11-12,93,82.3,75.0,79,73.8,73.0,100,80.1,62.0,9,3.9,1.0,29.9,29.8,29.7
316,317,2021-11-13,91,83.5,77.0,79,74.9,72.0,100,77.5,52.0,14,6.2,1.0,29.9,29.8,29.7
317,318,2021-11-14,86,80.3,77.0,77,75.3,73.0,100,86.2,66.0,8,3.5,1.0,29.9,29.8,29.7
318,319,2021-11-15,90,82.0,75.0,77,74.9,73.0,100,80.9,59.0,12,4.6,1.0,29.8,29.7,29.7
319,320,2021-11-16,90,81.9,77.0,77,75.0,73.0,100,80.9,62.0,9,4.2,1.0,29.8,29.1,29.7
320,321,2021-11-17,93,82.2,77.0,81,76.8,70.0,100,86.0,49.0,13,2.4,1.0,29.8,29.8,29.7
321,322,2021-11-18,90,81.9,77.0,79,76.3,73.0,100,84.5,59.0,8,2.9,1.0,29.8,29.7,29.7
322,323,2021-11-19,91,83.2,77.0,79,76.1,70.0,100,80.7,49.0,9,3.9,1.0,29.8,29.7,29.6
323,324,2021-11-20,88,81.0,77.0,79,77.3,75.0,100,89.4,66.0,10,3.1,1.0,29.8,29.7,29.6
324,325,2021-11-21,93,83.5,75.0,79,75.1,70.0,100,77.9,46.0,10,3.2,1.0,29.8,29.7,29.7
325,326,2021-11-22,90,83.7,79.0,77,75.9,73.0,94,78.5,62.0,16,7.8,1.0,29.8,29.8,29.7
326,327,2021-11-23,91,81.5,75.0,79,75.5,70.0,100,83.6,49.0,9,2.1,1.0,29.8,29.8,29.7
327,328,2021-11-24,93,83.3,75.0,77,73.0,68.0,100,73.8,44.0,8,2.4,1.0,29.8,29.8,29.7
328,329,2021-11-25,90,82.5,77.0,77,72.1,68.0,94,71.8,49.0,9,4.3,1.0,29.9,29.8,29.7
329,330,2021-11-26,90,82.0,75.0,73,69.4,68.0,83,66.1,52.0,13,4.8,1.0,29.8,29.8,29.7
330,331,2021-11-27,82,78.8,75.0,73,69.7,66.0,94,73.8,62.0,14,7.4,1.0,29.9,29.8,29.7
331,332,2021-11-28,90,80.4,75.0,79,73.4,70.0,100,80.7,55.0,8,3.3,1.0,29.8,29.7,29.7
332,333,2021-11-29,86,80.3,77.0,79,76.4,75.0,100,89.0,74.0,8,3.7,1.0,29.8,29.7,29.7
333,334,2021-11-30,84,79.0,77.0,77,75.3,73.0,100,89.3,70.0,13,5.1,1.0,29.8,29.8,29.7
334,335,2021-12-01,88,80.3,75.0,75,70.7,64.0,100,75.2,49.0,12,4.9,1.0,29.9,29.8,29.7
335,336,2021-12-02,88,79.2,72.0,70,65.7,63.0,83,65.0,43.0,8,3.7,1.0,29.9,29.8,29.8
336,337,2021-12-03,88,79.3,72.0,68,64.6,61.0,83,62.5,40.0,7,4.8,2.0,29.9,29.9,29.8
337,338,2021-12-04,84,75.9,70.0,64,61.3,57.0,83,61.5,42.0,8,4.5,1.0,29.9,29.9,29.8
338,339,2021-12-05,86,76.9,66.0,68,64.5,59.0,88,66.9,48.0,8,5.0,1.0,29.9,29.9,29.8
339,340,2021-12-06,88,80.0,70.0,75,68.7,64.0,94,70.3,46.0,9,4.3,1.0,29.9,29.8,29.8
340,341,2021-12-07,88,79.2,72.0,70,67.4,66.0,88,68.4,49.0,7,3.5,1.0,29.9,29.9,29.8
341,342,2021-12-08,90,81.2,70.0,75,67.8,63.0,94,66.4,40.0,7,3.0,1.0,29.9,29.9,29.8
342,343,2021-12-09,88,81.0,77.0,75,72.2,66.0,89,74.8,55.0,7,3.0,1.0,29.9,29.9,29.8
343,344,2021-12-10,91,80.9,72.0,73,65.0,61.0,89,60.0,38.0,9,4.3,1.0,29.9,29.9,29.8
344,345,2021-12-11,90,79.8,73.0,73,68.5,63.0,94,70.7,40.0,7,4.3,1.0,29.9,29.9,29.8
345,346,2021-12-12,90,81.2,73.0,75,71.7,68.0,100,74.4,52.0,8,3.5,1.0,29.9,29.8,29.8
346,347,2021-12-13,91,82.1,73.0,73,67.3,59.0,89,63.8,36.0,10,5.7,1.0,29.9,29.8,29.8
347,348,2021-12-14,90,81.6,73.0,75,68.5,66.0,84,66.2,46.0,7,4.5,1.0,29.8,29.8,29.7
348,349,2021-12-15,93,83.1,75.0,75,70.5,66.0,94,67.5,41.0,8,4.4,1.0,29.8,29.8,29.7
349,350,2021-12-16,90,84.2,79.0,77,75.1,72.0,94,75.4,59.0,6,2.4,1.0,29.9,29.8,29.7
350,351,2021-12-17,90,83.0,77.0,75,73.0,66.0,94,73.9,46.0,7,3.2,1.0,29.9,29.8,29.7
